model,RMSE,MAE,R2
ARIMA,11.0001998894409,9.656411483253594,-3.0169704179875474
SARIMAX,12.704346909239577,11.123116930547797,-4.357993322114566
rolling_backtest,4.049472217438731,1.8581654676258976,0.8078863963191351
